protocol,length,src_port,dst_port,anomaly
5,60,40232.0,5901.0,0
5,60,40232.0,9485.0,0
5,60,40232.0,10621.0,0
5,60,40232.0,1594.0,0
5,60,40232.0,1084.0,0
5,60,40232.0,6543.0,0
5,60,40232.0,26.0,0
5,60,40232.0,6779.0,0
5,60,40232.0,5989.0,0
5,60,40232.0,544.0,0
5,60,40232.0,7741.0,0
5,60,40232.0,9595.0,0
5,60,40232.0,8291.0,0
5,60,40232.0,20000.0,0
5,60,40232.0,1047.0,0
5,60,40232.0,64623.0,1
5,60,40232.0,543.0,0
5,60,40232.0,5988.0,0
5,60,40232.0,49165.0,0
5,60,40232.0,1287.0,0
5,60,40232.0,6792.0,0
5,60,40232.0,7937.0,0
5,60,40232.0,1024.0,0
5,60,40232.0,2525.0,0
5,60,40232.0,497.0,0
5,60,40232.0,50001.0,1
5,60,40232.0,32782.0,0
5,60,40232.0,6699.0,0
5,60,40232.0,13722.0,0
5,60,40232.0,3260.0,0
5,60,40232.0,5298.0,0
5,60,40232.0,2605.0,0
5,60,40232.0,63331.0,1
5,60,40232.0,2604.0,0
5,60,40232.0,10626.0,0
5,60,40232.0,1064.0,0
5,60,40232.0,1259.0,0
5,60,40230.0,8042.0,0
5,60,40230.0,6002.0,0
5,60,40230.0,5902.0,0
5,60,40230.0,7025.0,0
5,60,40230.0,57797.0,1
5,60,40230.0,54328.0,1
